Title,Description,Department,Levels,Class Quota,Waitlist Maximum,Instructor,CRN,Time,Days,Date,Where,Course Type,Method,Credit Hours
['IME 724 - Statistical Methods Engineers'],['For graduate students majoring in engineering. Students study and model real-life engineering problems and draw reliable conclusions through applications of probability theory and statistical techniques. Not available for undergraduate credit. Prerequisite(s): MATH 243.'],"Indust, Systems and Manuf Engr",Undergraduate and Graduate,50,40,Gamal Saad Weheba (P),11488,04:10 PM - 05:25 PM,TR,8/19/2024-12/12/2024,Main Campus Wallace Hall 123,Lecture,TCI,3
['IME 734 - Intro Data Mining & Analytics'],"['Introduces the theory and basic analysis methods for analyzing existing datasets. Topics include: data preprocessing, linear regression, logistic regression, classification (using linear regression, logistic regression, decision trees, rule-based classifiers, instance-based classifiers, Bayesian classifiers, support vector machine), association analysis and cluster analysis. Focuses on the data mining tasks that each method addresses, the assumptions of each method, the inputs needed, the outputs, interpretation of results, and evaluation of the quality of the analysis. Includes a term project based on the research/application interests of the students. The software package R is used to illustrate the implementation of the analysis. Prerequisite(s): IME 254 and MATH 511 or instructor’s consent.']","Indust, Systems and Manuf Engr",Undergraduate and Graduate,24,10,Laila N Cure Vellojin (P),13836,02:00 PM - 03:15 PM,TR,8/19/2024-12/12/2024,Main Campus John Bardo Center 340,Lecture,TCI,3
['IME 754 - Reliability/Maintainability'],"['Studies problems of quantifying, assessing and verifying reliability. Presents various factors that determine the capabilities of components emphasizing practical applications. Examples and problems cover a broad range of engineering fields. Prerequisite(s): IME 524 or 724.']","Indust, Systems and Manuf Engr",Undergraduate and Graduate,30,10,Laila N Cure Vellojin (P),13312,12:30 PM - 01:45 PM,TR,8/19/2024-12/12/2024,Main Campus John Bardo Center 340,Lecture,TCI,3
['IME 759 - Ergonomic Interventions'],"[""Provides an understanding and working knowledge of how to evaluate and control the risk of musculoskeletal disorders in the design of workplaces and processes. Scientific aspects of intervention design and effectiveness assessment are discussed, including an assessment of the strengths and weaknesses of the intervention research literature. Prerequisite(s): IME 549 or instructor's consent.""]","Indust, Systems and Manuf Engr",Undergraduate and Graduate,20,5,Michael J Jorgensen (P),15165,02:00 PM - 03:15 PM,MW,8/19/2024-12/12/2024,Main Campus Jabara Hall 336,Lecture,TCI,3
['IME 767 - Lean Manufacturing'],"['Introduces lean concepts as applied to the manufacturing environment. Deals with the concepts of value, value stream, flow, pull and perfection. Includes waste identification, value stream mapping, visual controls and lean metrics. Prerequisite(s): IME 553.']","Indust, Systems and Manuf Engr",Undergraduate and Graduate,20,20,Adam Carlton Lynch (P),16068,05:35 PM - 06:50 PM,TR,8/19/2024-12/12/2024,Main Campus R.D. Hubbard Hall 211,Lecture,TCI,3
['IME 777 - IME Colloquium'],"['Presentations and discussions of industrial engineering problems, research methods and case analyses for graduate students. Repeatable.']","Indust, Systems and Manuf Engr",Undergraduate and Graduate,75,0,Cindi Renee Mason (P),12973,11:00 AM - 12:00 PM,F,8/19/2024-12/12/2024,Main Campus Woolsey Hall 225,Seminar,TCI,0
['IME 780AL - Energy Analytics & Management'],"['Covers topics on energy auditing, rate structures, economic evaluation techniques, analysis of opportunities in energy systems including but not limited to lighting, compressed air, process heating, steam, and other process-based energy systems. Also covers multiple software programs used by energy auditing professionals. Prerequisite(s): ECE 282 or instructor’s approval.']","Indust, Systems and Manuf Engr",Undergraduate and Graduate,45,0,Deepak P Gupta (P),14235,05:35 PM - 06:50 PM,M,8/19/2024-12/12/2024,Main Campus Engineering Building 122,Lecture,HYB2,3
['IME 780AM - Adv Cyber-Physical Systems'],"['A cyber-physical system is a set of interconnected digital computing devices that interact with physical world through sensors and actuators in a feedback control loop.  The course outlines the basic principles of design, modeling, and analysis of cyber-physical systems with the use of mathematical abstractions, control theories, data communication, and distributed algorithms. The course also explains some of the Industry-4.0 technologies, such as cognitive robotics and Industrial Internet of Things (IIoT), with some hands-on lab activities.']","Indust, Systems and Manuf Engr",Undergraduate and Graduate,25,20,Enkhsaikhan  Boldsaikhan (P),14238,11:00 AM - 12:15 PM,MW,8/19/2024-12/12/2024,Main Campus R.D. Hubbard Hall 218,Lecture,TCI,3
['IME 780AN - Big Data Analytics in Engr'],"['Provides a graduate-level introduction to methods in data science and big data analytics with engineering applications. Specifically, examines some widely used statistical methods and machine learning tools for big data (data with high volume, velocity and variety). A variety of up-to-date industrial engineering topics are covered as application examples. Prerequisite(s): basic engineering statistics and programming skills.']","Indust, Systems and Manuf Engr",Undergraduate and Graduate,23,20,Krishna  Krishnan (P),14241,09:30 AM - 10:45 AM,MW,8/19/2024-12/12/2024,Main Campus Wallace Hall 215,Lecture,TCI,3
['IME 781 - Cooperative Education'],"[""Academic program that expands a student's learning experiences through paid employment in a supervised educational work setting related to the student's major field of study or career focus. Repeatable for credit. May not be used to satisfy degree requirements. Prerequisite(s): departmental consent, graduate GPA of 3.000 or above.""]","Indust, Systems and Manuf Engr",Undergraduate and Graduate,1,0,Krishna  Krishnan (P),17417,TBA,TBA,8/19/2024-12/12/2024,Main Campus,Experiential,CPI,0.5
['IME 781P - Cooperative Education'],"[""Academic program that expands a student's learning experiences through paid employment in a supervised educational work setting related to the student's major field of study or career focus. Students must enroll concurrently in a minimum of 6 credit hours of coursework including this course in addition to a minimum of 20 hours per week at their co-op assignment. Graded Cr/NCr unless student has received permission before enrolling for course to be used as an elective. For graduate credit only. Repeatable for credit.""]","Indust, Systems and Manuf Engr",Undergraduate and Graduate,1,0,Krishna  Krishnan (P),10622,TBA,TBA,8/19/2024-12/12/2024,Main Campus,Experiential,CPI,1
['IME 783 - Supply Chain Management'],"[""Quantitative and qualitative techniques used in the design and management of the supply chain. Includes distribution management, multi-plant coordination, optimal design of the logistics network, adequate safety stock levels and the risk pooling concept, and integrating decision support systems (DDS) in the management of the supply chain. Prerequisite(s): IME 553 or DS 350 or DS 850 or instructor's consent.""]","Indust, Systems and Manuf Engr",Undergraduate and Graduate,50,40,Mehmet B Yildirim (P),12849,TBA,TBA,8/19/2024-12/12/2024,Online ONLINE,Lecture,OHY,3
['IME 876 - Thesis'],"[""Student-driven research experience to address a specific research question. Potential topics should be formulated by the student and discussed with their advisor. Repeatable for credit. Prerequisite(s): thesis advisor's consent.""]","Indust, Systems and Manuf Engr",Graduate,3,0,Ehsan  Salari (P),11893,TBA,TBA,8/19/2024-12/12/2024,Main Campus,Individual Research,HYB2,3
['IME 878 - MS Directed Project'],['A project conducted under the supervision of an academic advisor for the directed project option. Requires a written report and an oral presentation on the project. Prerequisite(s): consent of academic advisor.'],"Indust, Systems and Manuf Engr",Graduate,1,0,TBA,12285,TBA,TBA,8/19/2024-12/12/2024,Main Campus,Individual Research,HYB2,3
['IME 880K - Adv Facilities & Matl Handling'],"[""Deals with the latest research issues in facilities planning and material handling. Topics for study include – advanced techniques, heuristics for static layout design, dynamic facility layout planning, selection of material handling equipment and control systems for material handling in a dynamic environment, and design of manufacturing facilities for life-cycle management. Prerequisite(s): IME 563 or instructor's consent.""]","Indust, Systems and Manuf Engr",Graduate,3,0,Krishna  Krishnan (P),13798,TBA,TBA,8/19/2024-12/12/2024,Online ONLINE,Lecture,OLA,3
['IME 890 - Independent Study in Ind Engr'],"[""Arranged individual independent study in specialized content areas under the supervision of a faculty member. Repeatable for credit. Prerequisite(s): instructor's consent.""]","Indust, Systems and Manuf Engr",Graduate,2,0,TBA,12651,TBA,TBA,8/19/2024-12/12/2024,Main Campus,Lecture,HYB2,3
['IME 960F - Statistical Process Control'],"['Studies the measurement and control of product quality using statistical methods. Includes total quality management, statistical process control and acceptance sampling. Prerequisite(s): IME 254 or IME 724.']","Indust, Systems and Manuf Engr",Graduate,15,0,Gamal Saad Weheba (P),13861,07:05 PM - 08:20 PM,TR,8/19/2024-12/12/2024,Main Campus Jabara Hall 127,Lecture,HYB2,3
['IME 960K - Adv Topics in Industry 4.0'],"[""The fourth industrial revolution, which is also known as Industry 4.0, is making manufacturing enterprises increasingly reliant on cyber-physical systems that facilitate automation and flexibility in production lines. This course focuses on theories and tools that are instrumental in data acquisition and information processing involved in interconnected cyber-physical systems. The topics include cyber-physical systems, digital logic, synchronous/asynchronous system principles and programming, and machine learning tools. The topics also cover data acquisition with sensors, signal conditioning, noise filtering and data collection fundamentals. Prerequisite(s): IME 561 or IME 761 or instructor's consent.""]","Indust, Systems and Manuf Engr",Graduate,5,0,Enkhsaikhan  Boldsaikhan (P),15600,TBA,TBA,8/19/2024-12/12/2024,Main Campus,Lecture,TCI,3
['IME 976 - PhD Dissertation'],['Student-driven research experience to address a specific research question. Potential topics should be formulated by the student and discussed with their advisor. Repeatable for credit. Prerequisite(s): admission to doctoral aspirant status.'],"Indust, Systems and Manuf Engr",Graduate,3,0,TBA,11899,TBA,TBA,8/19/2024-12/12/2024,Main Campus,Individual Research,HYB2,3
['ISLE 300BA - DSP BG: Basic Cert Part I'],"['Introduces the student to basic knowledge of the skills required to become a direct support professional. Specifically, the class provides an overview of four general types of developmental disabilities (nervous system disabilities, sensory-related disabilities, metabolic disorders and degenerative disorders) and their most common causes. This course covers content in the areas of intellectual and developmental disabilities, history of services to people with disabilities, ethics on the frontline, supporting health and safety, and explain the importance of direct support professionals as a teacher. This course is part one of a two-course sequence for the basic certificate in DSPaths credentialing training through the Ohio Alliance of Direct Support Providers (OADSP) curriculum. DSPaths credentialing requires 30 hours of classroom instruction for the basic certificate in their credentialing program. This course includes 15 hours of classroom instruction (1-credit hour) of the required 30 hours of classroom instruction. Graded Bg/NBg. Course includes diversity content.']",Interv Servs and Ldrshp in Ed,Undergraduate,50,0,Heather Ann Brown (P),14977,TBA,TBA,8/19/2024-12/12/2024,Online ONLINE,Workshop,OLA,1
['ISLE 300BB - DSP BG: Basic Cert Part II'],"['Introduces students to basic knowledge of the skills required to become a direct support professional. This class continues to review effective behavioral support and service planning for individuals with the following developmental disabilities: intellectual disabilities, cerebral palsy, autism spectrum disorders, down syndrome and epilepsy. This course covers content in the following areas: individual service planning, fundamentals of effective documentation, providing positive behavioral supports and principles of positive intervention culture, unusual incidents, major unusual incidents and incident report writing, and providing personal care with dignity. This course is part two of a two-course sequence for the basic certificate in DSPaths credentialing training through the Ohio Alliance of Direct Support Providers (OADSP) curriculum. DSPaths credentialing requires 30 hours of classroom instruction for the basic certificate in their credentialing program. This course includes 15 hours of classroom instruction (1-credit hour) of the required 30 hours of classroom instruction. Graded Bg/NBg. Course includes diversity content. Prerequisite(s): ISLE 300BA.']",Interv Servs and Ldrshp in Ed,Undergraduate,50,0,Heather Ann Brown (P),14978,TBA,TBA,8/19/2024-12/12/2024,Online ONLINE,Workshop,OLA,1
['ISLE 300BC - DSP BG: Cert Int Prof Part I'],['Provides an overview of DSPaths and introduce students to the importance of understanding and utilizing assessments. The course provides training on augmented alternative communication systems and discusses the importance of self-determination and interpersonal communication. Includes 15 hours of classroom instruction (1-credit hour) of the required 60 hours of classroom instruction for the certificate of initial proficiency in DSPaths credentialing training through the Ohio Alliance of Direct Support Providers (OADSP) curriculum. Graded Bg/NBg. Course includes diversity content. Prerequisite(s): ISLE 300BA and ISLE 300BB.'],Interv Servs and Ldrshp in Ed,Undergraduate,50,0,Heather Ann Brown (P),15355,TBA,TBA,8/19/2024-12/12/2024,Online ONLINE,Workshop,OLA,1
['ISLE 300BD - DSP BG: Cert Int Prof Part II'],"['Provides an overview of community living skills and supports, and introduces students to facilitating and supporting community living and inclusion. Students learn how to facilitate team dynamics and communication, support individuals through achieving vocational goals, and understand the broad profession of direct support in disability services. This course includes 15 hours of classroom instruction (1-credit hour) of the required 60 hours of classroom instruction for the certificate of initial proficiency in DSPaths credentialing training through the Ohio Alliance of Direct Support Providers (OADSP) curriculum. Graded Bg/NBg. Prerequisite(s): ISLE 300BA, ISLE 300BB and ISLE 300BC.']",Interv Servs and Ldrshp in Ed,Undergraduate,50,0,Heather Ann Brown (P),15357,TBA,TBA,8/19/2024-12/12/2024,Online ONLINE,Workshop,OLA,1
['ISLE 300BE - DSP BG: Cert Adv Prof Part I'],"['Provides an overview of DSPaths certificate of advanced proficiency, and discusses the importance of advocacy and participant empowerment. In this course, students learn how to promote self-determination and the importance of networking and promoting community service. This course includes 15 hours of classroom instruction (1-credit hour) of the required 60 hours of classroom instruction for the certificate of advanced proficiency in DSPaths credentialing training through the Ohio Alliance of Direct Support Providers (OADSP) curriculum. Graded Bg/NBg. Prerequisite(s): ISLE 300BA, ISLE 300BB, ISLE 300BC and ISLE 300BD.']",Interv Servs and Ldrshp in Ed,Undergraduate,50,0,Heather Ann Brown (P),15359,TBA,TBA,8/19/2024-12/12/2024,Online ONLINE,Workshop,OLA,1
['ISLE 300BF - DSP BG: Cert Adv Prof Part II'],"['Discusses how to provide vocational, educational and career support for individuals with disabilities. In addition, students review crisis intervention strategies and organizational and planning processes for direct support providers. This course includes 15 hours of classroom instruction (1-credit hour) of the required 60 hours of classroom instruction for the certificate of advanced proficiency in DSPaths credentialing training through the Ohio Alliance of Direct Support Providers (OADSP) curriculum. Graded Bg/NBg. Prerequisite(s): ISLE 300BA, ISLE 300BB, ISLE 300BC, ISLE 300BD and ISLE 300BE.']",Interv Servs and Ldrshp in Ed,Undergraduate,50,0,Heather Ann Brown (P),15361,TBA,TBA,8/19/2024-12/12/2024,Online ONLINE,Workshop,OLA,1
['ISLE 300BG - DSP BG: Cert Adv Prof Part III'],"['Emphasizes the importance of knowing the preferred learning styles, communication and sensory preferences of the individual before designing teaching and learning experiences. The course teaches students how to complete a procedural task analysis, develop flow charts and trauma response strategies for individuals with disabilities. Students in this class discuss the common characteristics of types of autism and learn to identify and discuss strategies to assist individuals receiving support to participate in the recruitment, training and management of support staff. This course includes 15 hours of classroom instruction (1-credit hour) of the required 60 hours of classroom instruction for the certificate of advanced proficiency in DSPaths credentialing training through the Ohio Alliance of Direct Support Providers (OADSP) curriculum. Graded Bg/NBg. Prerequisite(s): ISLE 300BA, ISLE 300BB, ISLE 300BC, ISLE 300BD, ISLE 300BE and ISLE 300BF.']",Interv Servs and Ldrshp in Ed,Undergraduate,50,0,Heather Ann Brown (P),15363,TBA,TBA,8/19/2024-12/12/2024,Online ONLINE,Workshop,OLA,1
['ISLE 523 - Workforce Readiness and Prep'],"['Cross-listed as CSD 523, PSY 523. Designed for neurodivergent college students who are interested in developing pre-employment skills in a simulated work environment. Course includes diversity content.']",Interv Servs and Ldrshp in Ed,Undergraduate and Graduate,5,0,Michelle Renee Patrick (P),16050,12:00 PM - 04:05 PM,MTWRF,8/5/2024-8/17/2024,Main Campus Jabara Hall 104,Lecture,TCI,3
['ISLE 711 - Diversity and Inclusion'],"['Participants examine organizational and professional access and equity in the contexts of culture, ethnicity, race, sexual orientation, exceptionality and gender—viewing these contexts through connections among divisions of labor, class structures, power relationships, group marginalization, cultural images, residential patterns, health, family life, employment, education and values. In addition to the challenges related to diversity, participants also explore aspects of diversity as potential assets in creating rich and productive professional environments. Students then apply the knowledge they gain from these explorations to the framing, analysis and generation of solutions to contemporary educational problems. Course includes diversity content. Prerequisite(s): admission to MAT ECU program.']",Interv Servs and Ldrshp in Ed,Undergraduate and Graduate,15,0,Prisca Nicole Barnes (P),15364,TBA,TBA,8/19/2024-12/12/2024,Online ONLINE,Lecture,OLA,2
['ISLE 714 - Reading Instruction/Assessment'],"['Covers literacy assessment strategies and instructional procedures, curriculum and instruction alternatives, and program planning for the literacy development of students, including those with reading and/or writing disabilities (e.g., dyslexia). The course focuses on how, as a teacher, one participates in tiered support systems and facilitates/provides appropriately focused and intensive literacy instruction. A focus on knowledge of diverse reading profiles, including dyslexia, assessment (diagnostic, progress monitoring, screening and curriculum-based measures), and structured literacy instruction, focusing on phonological and phonemic awareness, phonics and word recognition, oral reading fluency, vocabulary, listening and reading comprehension, and writing. Course expectations for undergraduate vs. graduate students are differentiated through assessment measures such as exams, written assignments, learning tasks, etc. Graduate expectations include advanced learning through additional, more complex readings, course facilitation or experiential activities. Course includes diversity content.']",Interv Servs and Ldrshp in Ed,Undergraduate and Graduate,15,0,Kimberly Dawn Wilson (P),15276,TBA,TBA,8/19/2024-12/12/2024,Online ONLINE,Lecture,OLA,3
['ISLE 734 - Interv for Dyslexia & Reading'],"['Addresses principles and practices of evidence-based literacy intervention for students with dyslexia, including the varied challenges that students may encounter as they develop literacy, effective intervention in various components of literacy, and the issues involved in designing a comprehensive literacy intervention program. Covers intervention strategies and instructional procedures, curriculum and instruction alternatives, and program planning for the literacy development of students with reading and/or writing disabilities. The course focuses on how teachers and reading specialists participate in tiered support systems and facilitates/provides appropriately focused and intensive literacy instruction. Course includes diversity content. Prerequisite(s): admission to the Graduate School and the reading specialist program.']",Interv Servs and Ldrshp in Ed,Undergraduate and Graduate,15,0,Kimberly Dawn Wilson (P),15277,TBA,TBA,8/19/2024-12/12/2024,Online ONLINE,Lecture,OLA,3
['ISLE 739 - Methods & Assmt Math & Science'],"['Focuses on teaching and assessment methodology in mathematics and science for effective instruction in early childhood and elementary classrooms. Explores the keys to successful integration of math and science in the elementary curriculum. Candidates learn the structures of mathematics (counting and cardinality, operations and algebraic thinking, number and operation n base ten and fractions, measurement and data, geometry, ratios and proportional relationships, and statistics and probability). Candidates also learn scientific disciplinary core ideas, cross-cutting concepts, and science and engineering practices to plan, implement and assess learning experiences that engage all elementary students in curiosity, exploration, sense-making, conceptual development and problem-solving. Additionally, candidates explore integrated curriculum, as well as individual performance data to plan, implement and assess language arts learning experiences for all learners taking into account personalized learning needs and supports through application of UDL principles, technology and intensive intervention as individually appropriate. Course includes diversity content. Prerequisite(s): admission to the MAT ECU program.']",Interv Servs and Ldrshp in Ed,Undergraduate and Graduate,25,0,Kimberly Dawn Wilson (P),16706,TBA,TBA,8/19/2024-12/12/2024,Online ONLINE,Lecture,OLA,3
['ISLE 740 - Universal Design for Learning'],"['Candidates are provided with an introduction to Universal Design for Learning (UDL). Emphasis is placed on the three principles of UDL: multiple means of presentation, action and expression, and engagement for instructional planning and implementation. Candidates are asked to apply these principles within an educational setting including curriculum, behavior support systems and environment. Candidates examine the education unified profession and how UDL is a proactive plan for creating an inclusive environment in which all students receive personalized learning experiences. Course includes diversity content. Prerequisite(s): admission to the MAT ECU program.']",Interv Servs and Ldrshp in Ed,Undergraduate and Graduate,15,0,Sharon  Reed (P),15365,TBA,TBA,8/19/2024-12/12/2024,Online ONLINE,Lecture,OLA,1
['ISLE 748 - MAT Unified Internship III'],"['In the MAT unified residency licensure program, the internship courses fulfill the field experiences required for initial teaching licensure. Students in the MAT unified residency program work in an educational setting under the supervision of a classroom teacher. The focus of the internship courses include: 1) use of effective pedagogy, 2) relevant, culturally appropriate assessment, 3) working with families and other professionals, 4) aligning instruction with standards, 5) implementation of UDL principles, 6) behavior and classroom management, 7) planning instruction based on individual learner characteristics across developmental domains and content areas, 8) technology in the classroom, 9) the science of reading, and 10) reflective, ethical and professional practices. Course includes diversity content. Prerequisite(s): ISLE 744 and admission to the MAT ECU program.']",Interv Servs and Ldrshp in Ed,Undergraduate and Graduate,15,0,Meredith Elizabeth Compton (P),15275,TBA,TBA,8/19/2024-12/12/2024,Online ONLINE,Experiential,OLA,1
['ISLE 862 - Capstone Project I'],['Students develop a research-based inquiry proposal as a process for increasing skills as evidence-based practitioners. A formal proposal is written to research evidence-based practices or other important knowledge bases. Prerequisite(s): ISLE 860 and admission to the MAT ECU program.'],Interv Servs and Ldrshp in Ed,Graduate,20,0,Kimberly Dawn Wilson (P),15665,TBA,TBA,8/19/2024-12/12/2024,Online ONLINE,Lecture,OLA,1
['ISLE 945 - Field Experience in SP'],"['An applied field experience for the provision of school psychological services under the direct supervision of the University supervisor. The student receives 7.5 percent individual supervision, 2.5 percent group supervision, and completes bi-weekly didactic training. The field experience course consists of 240 applied experience hours in a preapproved designated school or clinical setting. Repeatable for up to 6 credit hours. Course includes diversity content. Prerequisite(s): departmental consent.']",Interv Servs and Ldrshp in Ed,Graduate,10,0,Angela Marie Beeler (P),17176,TBA,TBA,8/19/2024-12/12/2024,Online ONLINE,Lab,OLA,3
['JAPN 104 - Introductory Japanese'],"['Students develop basic listening, speaking, reading and writing skills (including hiragana and katakana) in the target language and gain awareness of Japanese cultures. Besides work in the classroom, assignments to be completed outside of class are required. Intended for students with no previous formal instruction in Japanese. Anyone with previous instruction must take the placement exam and are admitted to 104 only if the placement score does not qualify the student for JAPN 105. Course includes diversity content.']",Modern and Classical Lang/Lit,Undergraduate,24,0,Jennifer Leigh Musaji (P),16710,09:30 AM - 10:45 AM,TR,8/19/2024-12/12/2024,WSU Old Town WSU Old Town - 213 N. Mead B129,Lecture,TCI,3
['JAPN 105 - Elementary Japanese I'],"['Students continue to develop the four fundamental skills in the target language (listening, speaking, reading and writing (~50 kanji)) and gain cultural awareness and communicative skills in a range of social situations. Besides work in the classroom, assignments to be completed outside of class are required. Course includes diversity content. Pre- or corequisite(s): JAPN 104 or equivalent or qualifying score on departmental placement exam.']",Modern and Classical Lang/Lit,Undergraduate,25,10,Jennifer Leigh Musaji (P),16712,11:30 AM - 01:10 PM,MWF,10/10/2024-12/5/2024,Main Campus Lindquist Hall 535,Lecture,TCI,3
['JAPN 106 - Elementary Japanese II'],"['Students engage in culturally appropriate communicative tasks in different registers and situations to further develop listening, speaking, reading and writing skills (~100 kanji). Besides work in the classroom, assignments to be completed outside of class are required. Course includes diversity content. Prerequisite(s): JAPN 105 or equivalent or qualifying score on departmental placement exam.']",Modern and Classical Lang/Lit,Undergraduate,25,10,Yumi  Foster (P),16713,09:30 AM - 10:45 AM,MW,8/19/2024-12/12/2024,Main Campus Jardine Hall 306,Lecture,TCI,3
['JAPN 204 - Intermediate Japanese'],"['General education humanities course. Students expand their knowledge of Japan and enhance proficiency in expressing personal meaning in culturally appropriate language. Grammatical elements and practical vocabulary coalesce through conversational practice; routine complications are resolved with greater ease in the target language. Besides work in the classroom, assignments to be completed outside the class are required. Course includes diversity content. Prerequisite(s): JAPN 106 or qualifying score on departmental placement exam.']",Modern and Classical Lang/Lit,Undergraduate,20,10,Yumi  Foster (P),16917,09:30 AM - 10:45 AM,TR,8/19/2024-12/12/2024,Main Campus McKinley Hall 227,Lecture,TCI,3
['JAPN 320 - Intermediate Japanese Reading'],"['Includes fundamentals of pronunciation of kanji characters, vocabulary building, practice in understanding and speaking phrases, reading and writing. Draws examples from Japanese culture and society. Course includes diversity content. Prerequisite(s): JAPN 224 or equivalent.']",Modern and Classical Lang/Lit,Undergraduate,10,10,Yumi  Foster (P),16714,11:00 AM - 12:15 PM,TR,8/19/2024-12/12/2024,Main Campus McKinley Hall 227,Lecture,TCI,3
['JAPN 322 - Japanese Film'],"['General education humanities course. Cross-listed as PHIL 307. Focuses on how Japanese culture is expressed via film. Intends to increase the student’s understanding of the rich history of Japan, Japanese mythology and symbolism, and ways in which these elements differ from what students are accustomed to seeing in American media. Course includes diversity content.']",Modern and Classical Lang/Lit,Undergraduate,24,0,Jennifer Leigh Musaji (P),14994,01:00 PM - 03:45 PM,T,8/19/2024-12/12/2024,WSU Old Town WSU Old Town - 213 N. Mead B129,Lecture,TCI,3
['JAPN 325 - Japanese Conversation II'],"['Develops oral fluency through listening, vocabulary building, culturally-appropriate communication strategies and pronunciation. Course includes diversity content. Prerequisite(s): JAPN 225 or JAPN 315 or instructor’s consent.']",Modern and Classical Lang/Lit,Undergraduate,5,0,Yumi  Foster (P),16164,11:00 AM - 12:15 PM,MW,8/19/2024-12/12/2024,Main Campus Jardine Hall 306,Activity Course,TCI,3
['JAPN 398 - Travel Sem Japan'],"['Interdisciplinary travel seminar that allows a student to gain credit for the study of one of the following: culture, art, literature, architecture, politics, society, science and economics, while visiting historic places of interest.']",Modern and Classical Lang/Lit,Undergraduate,5,0,Yumi  Foster (P),14236,TBA,TBA,8/19/2024-12/12/2024,Main Campus,Seminar,CPI,2
['LASI 150D - Major/Career Path'],"['A workshop that helps students choose or confirm directions for college majors and careers. Through group activities, personal exploration, and computer research, it allows students to form an action plan for their major and career choices.']",Liberal Arts & Sciences,Undergraduate,24,0,Kaytie Joan Brozek (P),17092,08:30 AM - 04:30 PM,S,10/17/2024-10/20/2024,Main Campus Engineering Building 122,Workshop,HYB1,1
['LASI 150P - Intro to Premed Professions'],['A workshop that assists students in making informed career choices. Instructors and guest speakers representing various health professions present information in a lecture format. Students explore how personal values and goals relate to selecting the appropriate professional path. Grade is based on class attendance.'],Liberal Arts & Sciences,Undergraduate,80,0,Nancy Sue Krehbiel (P),10601,12:30 PM - 01:20 PM,W,8/19/2024-12/12/2024,Main Campus Lindquist Hall 100,Workshop,TCI,1
['LASI 170 - Intro to Library Research'],"['Focuses on each step in the research process, with an emphasis on identifying appropriate sources and critically analyzing information in order to apply it to a research topic. Assignments take students through the steps of preparing a research paper or project including refining a topic, selecting a variety of appropriate sources, and organizing information.']",Liberal Arts & Sciences,Undergraduate,30,0,Angela Sue Paul (P),11732,TBA,TBA,8/19/2024-10/9/2024,Online ONLINE,Lecture,OLA,1
['LASI 479 - International Student Exchange'],"[""The International Student Exchange Program encourages undergraduate students to attend a university outside the U.S. while retaining full-time student status and paying regular tuition at WSU. A student who wishes to enter this program must apply. Application forms may be obtained from the WSU Office of International Education; next, the student meets with his or her assigned program adviser to request academic and course equivalent approval to attend the proposed university. Upon approval from the student's WSU program, application may be completed. The enrollment designation above documents the status and the tuition payment of the student enrolled in ISEP for the duration of the residence at the collaborating university. At the end of the exchange semester, all coursework from the international university will be transferred to WSU. At that time, the transfer course(s) will replace the LASI hours of enrollment with only the International Student Exchange Program designation remaining on the transcript. Repeatable for two enrollment periods or a maximum of 30 credit hours.""]",Liberal Arts & Sciences,Undergraduate,33,0,Ann E Burger (P),10602,TBA,TBA,8/19/2024-12/12/2024,Main Campus,Lecture,CPI,12
['LASI 479A - International Student Exchange'],[''],Liberal Arts & Sciences,Undergraduate,100,0,Ann E Burger (P),11877,TBA,TBA,8/19/2024-12/12/2024,Main Campus,Lecture,CPI,0
['LASI 480 - National Student Exchange'],"['The National Student Exchange program encourages students to attend another university for a semester while retaining full-time student status and paying regular tuition at WSU. All coursework from the selected university is transferred to Wichita State at the end of the exchange semester. At that time, the transfer courses replace the WSU hours, with only the National Student Exchange designation remaining on the transcript. This enrollment designation documents the full-time status and the tuition payment of the student enrolled in the NSE program for the duration of the residence at the collaborating university. Repeatable for credit one time.']",Liberal Arts & Sciences,Undergraduate,33,0,Abbi Taylor Whisler (P),10606,TBA,TBA,8/19/2024-12/12/2024,Main Campus,Lecture,CPI,6
['LASI 481 - Cooperative Education'],"[""Academic program that expands a student's learning experiences through paid employment in a supervised educational work setting related to the student's major field of study or career focus. Repeatable for credit.""]",Liberal Arts & Sciences,Undergraduate,5,0,Nicholas David Endicott (P),10675,TBA,TBA,8/19/2024-12/12/2024,Main Campus,Experiential,CPI,1
['LASI 481I - Noncredit Internship'],"[""Complements and enhances the student's academic program by providing an opportunity to apply and acquire knowledge in a workplace environment as an intern. Prerequisite(s): departmental consent.""]",Liberal Arts & Sciences,Undergraduate,150,0,Mark Andrew Bengtson (P),11711,TBA,TBA,8/19/2024-12/12/2024,Main Campus,Experiential,CPI,0
['LASI 481N - Internship'],"[""Complements and enhances the student's academic program by providing an opportunity to apply and acquire knowledge in a workplace environment as an intern. Prerequisite(s): departmental consent.""]",Liberal Arts & Sciences,Undergraduate,10,0,Nancy Sue Krehbiel (P),11026,TBA,TBA,8/19/2024-12/12/2024,Main Campus,Experiential,CPI,1
