Title,Description,Department,Levels,Class Quota,Waitlist Maximum,Instructor,CRN,Time,Days,Date,Where,Course Type,Method,Credit Hours
['MATH 501 - Elementary Mathematics'],"['A study of topics necessary to an understanding of the elementary school curriculum, such as set theory, real numbers and geometry. Not for major or minor credit. Prerequisite(s): elementary education major and MATH 111 or equivalent with a grade point of 2.000 or better, or departmental consent.']","Math, Statistics, & Physics",Undergraduate and Graduate,31,4,Aubrey Nicole Wolfe (P),20694,08:30 AM - 09:55 AM,MWF,1/21/2025-5/15/2025,Main Campus R.D. Hubbard Hall 228,Lecture,TCI,5
['MATH 511 - Linear Algebra'],"['An elementary study of linear algebra, including an examination of linear transformations and matrices over finite dimensional spaces. Prerequisite(s): MATH 243 with a grade point of 2.000 or better.']","Math, Statistics, & Physics",Undergraduate and Graduate,35,4,TBA,20777,12:30 PM - 01:45 PM,TR,1/21/2025-5/15/2025,Main Campus Lindquist Hall 113,Lecture,TCI,3
['MATH 547 - Advanced Calculus I'],"['Covers the calculus of Euclidean space including the standard results concerning functions, sequences and limits. Prerequisite(s): MATH 344 and 415 with a grade point of 2.000 or better in each.']","Math, Statistics, & Physics",Undergraduate and Graduate,20,5,Ziqi  Sun (P),20695,11:00 AM - 12:15 PM,MW,1/21/2025-5/15/2025,Main Campus Jabara Hall 207,Lecture,TCI,3
['MATH 551 - Numerical Methods'],"['Approximating roots of equations, interpolation and approximation, numerical differentiation and integration, and the numerical solution of first order ordinary differential equations. Some computer use. Prerequisite(s): MATH 344 and 451 with a grade point of 2.000 or better, or departmental consent.']","Math, Statistics, & Physics",Undergraduate and Graduate,32,5,Mohamed M S Nasser (P),20696,11:00 AM - 12:15 PM,MW,1/21/2025-5/15/2025,Main Campus Jabara Hall 335,Lecture,TCI,3
['MATH 555 - Diff Equations I'],"['A study of first order equations including separation of variables and exact equations, second order equations including the general theory of initial value problems, constant coefficients, undetermined coefficients, variation of parameters and special methods of solution using power series and the Laplace transform methods. A standard course in differential equation for students in the sciences and engineering. Prerequisite(s): MATH 243 with a grade point of 2.000 or better, or departmental consent.']","Math, Statistics, & Physics",Undergraduate and Graduate,35,4,Robert Gordon Fraser (P),20697,11:00 AM - 12:15 PM,TR,1/21/2025-5/15/2025,Main Campus R.D. Hubbard Hall 220,Lecture,TCI,3
['MATH 555H - Diff Equations I Honors'],"['A study of first order equations including separation of variables and exact equations, second order equations including the general theory of initial value problems, constant coefficients, undetermined coefficients, variation of parameters and special methods of solution using power series and the Laplace transform methods. A standard course in differential equation for students in the sciences and engineering. Prerequisite(s): MATH 243 with a grade point of 2.000 or better, or departmental consent.']","Math, Statistics, & Physics",Undergraduate and Graduate,30,5,Tianshi  Lu (P),21678,11:30 AM - 12:20 PM,MWF,1/21/2025-5/15/2025,Main Campus R.D. Hubbard Hall 220,Lecture,TCI,3
['MATH 613 - Fund Concepts of Algebra'],"['Defines group, ring and field, and studies their properties. Prerequisite(s): MATH 415 and MATH 511 with a grade point of 2.000 or better, or departmental consent.']","Math, Statistics, & Physics",Undergraduate and Graduate,18,2,Xiaolong  Li (P),24990,02:00 PM - 03:15 PM,MW,1/21/2025-5/15/2025,Main Campus R.D. Hubbard Hall 229,Lecture,TCI,3
['MATH 615 - Elementary Number Theory'],"['Studies properties of the integers by elementary means. Prerequisite(s): MATH 344 with a grade point of 2.000 or better, or departmental consent.']","Math, Statistics, & Physics",Undergraduate and Graduate,18,2,Thalia David Jeffres (P),20698,09:30 AM - 10:20 AM,MWF,1/21/2025-5/15/2025,Main Campus Jabara Hall 372,Lecture,TCI,3
['MATH 620 - Intro to Elem Diff Geometry'],"['Introduction to the theory of curves and surfaces. Prerequisite(s): MATH 511, (MATH 525 recommended). Pre- or corequisite(s): MATH 547.']","Math, Statistics, & Physics",Undergraduate and Graduate,18,2,Yueh-Ju  Lin (P),24991,12:30 PM - 01:45 PM,TR,1/21/2025-5/15/2025,Main Campus R.D. Hubbard Hall 218,Lecture,TCI,3
['MATH 640 - Advanced Calculus II'],['A further study of the calculus of Euclidean space including integration theory and multidimensional differentiation. Prerequisite(s): MATH 511 and MATH 547 with a grade point of 2.000 or better in each.'],"Math, Statistics, & Physics",Undergraduate and Graduate,18,2,Buma L Fridman (P),20699,08:30 AM - 09:20 AM,MWF,1/21/2025-5/15/2025,Main Campus R.D. Hubbard Hall 328,Lecture,TCI,3
['MATH 646 - Intro to Math Data Analysis'],"['Introduces basic mathematical tools and principles for data analysis techniques used in analyzing data sets. Topics include matrix decomposition, gradient descent, continuous optimization, linear regression, dimension reduction and clustering. For students to be successful in this course, basic calculus and statistics knowledge is needed prior to enrolling. Prerequisite(s): departmental consent.']","Math, Statistics, & Physics",Undergraduate and Graduate,30,2,Alexandra Kathleen Gallegos (P),24865,08:00 AM - 09:15 AM,MW,1/21/2025-5/15/2025,Main Campus Jabara Hall 335,Lecture,TCI,3
['MATH 655 - Differential Equations II'],"['A continuation of MATH 555 (but with more emphasis on theoretical issues) that covers higher order differential equations, systems of first order equations (including the basics of linear algebra), some numerical methods, and stability and behavior of solutions for large times. Prerequisite(s): MATH 555 with a grade point of 2.000 or better, or departmental consent.']","Math, Statistics, & Physics",Undergraduate and Graduate,30,5,Christopher Charles Green (P),24217,02:00 PM - 03:15 PM,MW,1/21/2025-5/15/2025,Main Campus Jabara Hall 126,Lecture,TCI,3
['MATH 657 - Optimization Theory'],"['Introduces selected topics in linear and nonlinear optimization. Develops the revised simplex method along with a careful treatment of duality. Then extends the theory to solve parametric, integer and mixed integer linear programs. Prerequisite(s): MATH 511 with a grade point of 2.000 or better.']","Math, Statistics, & Physics",Undergraduate and Graduate,30,2,Thomas K Delillo (P),26361,04:00 PM - 05:15 PM,MW,1/21/2025-5/15/2025,Main Campus Jabara Hall 335,Lecture,TCI,3
['MATH 746 - Intro to Data Analytics'],"[""Covers basic mathematical techniques for analyzing data sets. Uses object oriented programming, like Python or R, to show how to organize, visualize and analyze large data. For students to be successful in this course, basic programming knowledge is needed prior to enrolling. Prerequisite(s): MATH 511, 571, or instructor's consent.""]","Math, Statistics, & Physics",Undergraduate and Graduate,20,5,Ye Il  Kwon (P),23665,02:00 PM - 03:15 PM,MW,1/21/2025-5/15/2025,Main Campus Jabara Hall 335,Lecture,TCI,3
['MATH 758 - Complex/Vector Analy Engr'],"['A survey of some of the mathematical techniques needed in engineering including an introduction to vector analysis, line and surface integrals, and complex analysis, contour integrals and the method of residues. Not applicable toward a graduate degree in mathematics. Prerequisite(s): MATH 555 with a grade point of 2.000 or better.']","Math, Statistics, & Physics",Undergraduate and Graduate,30,5,Alexander L Bukhgeym (P),20700,07:05 PM - 08:20 PM,TR,1/21/2025-5/15/2025,Main Campus Lindquist Hall 101,Lecture,TCI,3
['MATH 813 - Abstract Algebra II'],['A further study of the standard basic topics of abstract algebra. Prerequisite(s): MATH 713 or equivalent.'],"Math, Statistics, & Physics",Graduate,18,2,Daniel  Grady (P),24750,02:00 PM - 03:15 PM,TR,1/21/2025-5/15/2025,Main Campus Lindquist Hall 109,Lecture,TCI,3
['MATH 820 - Riemannian Geometry'],"['Riemannian geometry is the study of smooth manifolds equipped with a smooth metric. In this course, students cover the basics of Riemannian geometry including, but not limited to, Riemannian metrics, affine and Riemannian connections, geodesics, convex neighborhoods, the three most basic forms of curvature (sectional, Ricci and scalar), and Jacobi fields. Prerequisite(s): MATH 720 and MATH 743.']","Math, Statistics, & Physics",Graduate,18,2,Catherine  Searle (P),26363,12:30 PM - 01:45 PM,MW,1/21/2025-5/15/2025,Main Campus Lindquist Hall 310,Lecture,TCI,3
['MATH 829AA - Intro to Compact Lie Groups'],['Introduces the student to the theory of compact Lie groups with a focus on those compact Lie groups that are matrix groups. Knowledge of proof writing and basic linear algebra are assumed.'],"Math, Statistics, & Physics",Graduate,18,2,Catherine  Searle (P),26440,02:00 PM - 03:15 PM,MW,1/21/2025-5/15/2025,Main Campus Lindquist Hall 310,Lecture,TCI,3
['MATH 843 - Real Analysis II'],['A further study of the foundations of analysis and the fundamental results of the subject. Prerequisite(s): MATH 743 or equivalent.'],"Math, Statistics, & Physics",Graduate,18,2,Buma L Fridman (P),20701,09:30 AM - 10:20 AM,MWF,1/21/2025-5/15/2025,Main Campus R.D. Hubbard Hall 328,Lecture,TCI,3
['MATH 852 - Num Analy Part Diff Equat'],"['Includes analysis of algorithms for the solution of initial value problems and boundary value problems for systems of PDEs with applications to fluid flow, structural mechanics, electromagnetic theory and control theory. Prerequisite(s): MATH 751.']","Math, Statistics, & Physics",Graduate,18,2,Yuan  Liu (P),26364,12:30 PM - 01:45 PM,TR,1/21/2025-5/15/2025,Main Campus R.D. Hubbard Hall 231,Lecture,TCI,3
['MATH 856 - Partial Diff Equations II'],['A further study of the existence and uniqueness theory for boundary value problems of partial differential equations of all types. Prerequisite(s): MATH 755.'],"Math, Statistics, & Physics",Graduate,18,2,Thalia David Jeffres (P),25823,12:30 PM - 01:45 PM,MW,1/21/2025-5/15/2025,Main Campus R.D. Hubbard Hall 227,Lecture,TCI,3
['MATH 942 - Appl Functional Analysis II'],['A further study of topics in functional analysis and its applications. Prerequisite(s): MATH 941.'],"Math, Statistics, & Physics",Graduate,20,5,Robert Gordon Fraser (P),26365,02:00 PM - 03:15 PM,TR,1/21/2025-5/15/2025,Main Campus Lindquist Hall 310,Lecture,TCI,3
['MBA 781 - Cooperative Education'],"[""Academic program that expands a student's learning experiences through paid employment in a supervised educational work setting related to the student's major field of study or career focus. Repeatable for up to 3 credit hours. May not be used to fulfill degree requirements.""]",MBA,Undergraduate and Graduate,10,10,Duane M Nagel (P),20152,TBA,TBA,1/21/2025-5/15/2025,Main Campus,Appointment Course,CPI,1
['MBA 802 - Fundamentals of Accounting'],"['Provides students whose undergraduate degrees were in disciplines other than business the background accounting fundamentals required for the MBA program. Topics covered include the design and use of financial statements including the balance sheet, income statement and statement of cash flows, and analyzing companies using financial ratios. Prerequisite(s): graduate standing and permission of the MBA director.']",MBA,Graduate,20,10,Frederick Lowell Eilts (P),22936,TBA,TBA,1/21/2025-3/12/2025,Online,Lecture,OLA,1.5
['MBA 803 - Fundamentals of Finance'],"[""Provides students whose undergraduate degrees were in disciplines other than business the background finance fundamentals required for the MBA program. Topics covered include time value of money theory and calculations, investment decision rules, securities valuation, and fundamentals of capital budgeting. Prerequisite(s): MBA 802 or equivalent, graduate standing and MBA director's consent.""]",MBA,Graduate,40,10,Stanley David Longhofer (P),26194,07:05 PM - 09:45 PM,M,3/13/2025-5/8/2025,Online,Lecture,OLS,1.5
['MBA 805 - Management Basics'],"['Highlights foundation knowledge from the discipline of management integrated with a strong component of communication skills. Primarily, provides students with a knowledge base in management and assists in building oral and written communication skills necessary for success in the MBA curriculum and beyond. Prerequisite(s): graduate standing and permission of the MBA director.']",MBA,Graduate,10,20,John Thomas Perry (P),22937,TBA,TBA,3/13/2025-5/8/2025,Online,Lecture,OLA,1.5
['MCLL 370 - ASL Elocution'],"['Covers elocution, or registers of discourse, in American Sign Language: frozen, formal, consultative, casual and intimate. Students develop ASL proficiency in the most common social and classroom registers (formal, consultative, casual) and refine skills in giving presentations using formal ASL. Course includes diversity content. Prerequisite(s): four semesters (12 credit hours) of American Sign Language or departmental consent.']",Modern and Classical Lang/Lit,Undergraduate,10,10,Molly  Pourhussin (P),25513,04:30 PM - 05:45 PM,MW,1/21/2025-5/15/2025,WSU Old Town,Lecture,TCI,3
['MCLL 455F - Tchg Internship Seminar in WL'],"['Examines and discusses experiences emerging from the preteaching internship, including planning school programs and assuming the responsibilities of a teacher. Minimum grade requirement to succeed in this course: B-. Prerequisite(s): acceptance into teacher education, successful completion of Core I, Core II and Core III courses through the College of Applied Studies. Corequisite(s): Teaching Internship.']",Modern and Classical Lang/Lit,Undergraduate,15,0,Brigitte  Roussel (P),21552,04:30 PM - 05:20 PM,T,1/21/2025-5/15/2025,Main Campus Jardine Hall 306,Seminar,CPI,1
['MCLL 466 - Tchg Internship PreK-12 WL'],"['Minimum grade requirement to succeed in this class: B-. Prerequisite(s): acceptance into teacher education, successful completion of Core I, Core II and Core III courses through the College of Applied Studies, 2.500 GPA in the major. Corequisite(s): Teaching Internship Seminar.']",Modern and Classical Lang/Lit,Undergraduate,20,0,Brigitte  Roussel (P),21691,TBA,TBA,1/21/2025-5/15/2025,Main Campus,Experiential,CPI,12
['MCLL 482 - Intro Sign Lang Interpreting'],"['Overview of the profession of interpreting. Includes the history of interpreting, terminology, the responsibilities, skills, aptitudes of interpreters, the process of becoming an interpreter, employment environment and options, and current issues. Prerequisite(s): MCLL 360.']",Modern and Classical Lang/Lit,Undergraduate,15,10,Edward Henry Bart (P),25512,05:50 PM - 07:00 PM,MW,1/21/2025-5/15/2025,WSU Old Town,Appointment Course,TCI,3
['MCLL 518 - Deaf Culture'],"['Examines various cultural aspects of the deaf community. Presents the interrelationship of language and culture along with a study of socialization, norms and values. For undergraduate credit only.']",Modern and Classical Lang/Lit,Undergraduate and Graduate,15,10,James S Clark (P),25508,05:50 PM - 07:00 PM,TR,1/21/2025-5/15/2025,WSU Old Town,Lecture,TCI,3
['MCLL 520 - ASL: Visual-Gestural Comm'],"[""Cross-listed as LING 520. Visual/gestural manner of communication which forms an integral communicative basis in American Sign Language. Emphasizes the use and understanding of facial expression, gestures, pantomime and body language. Role play and acting out are required as part of this class. For undergraduate credit only. Pre- or corequisite(s): MCLL 360 or instructor's consent.""]",Modern and Classical Lang/Lit,Undergraduate and Graduate,25,10,Lorita Jean Slieter (P),25511,07:05 PM - 08:30 PM,TR,1/21/2025-5/15/2025,WSU West 37th N & Maize WSU West 108,Lecture,TCI,3
['MCLL 570 - ASL and English Translation'],"['Enables undergraduate deaf and hearing students to expand their capacity to use critical ASL discourse elements in translation and interpretation work. The course develops English to ASL translation skills by practicing visualization through role plays and narratives. Hearing and deaf interpreting students learn to focus on meaning rather than form, apply the use of depiction, constructed action, conversational skills, and visual/spatial aspects of ASL to their translations. The course explores how English and ASL, as discrete sign systems, convey ideas to produce messages in different settings (business, medical and educational). For undergraduate credit only. Course includes diversity content. Prerequisite(s): four semesters (12 credit hours) of American Sign Language or departmental consent.']",Modern and Classical Lang/Lit,Undergraduate and Graduate,10,0,Molly  Pourhussin (P),26570,05:50 PM - 07:00 PM,MW,1/21/2025-5/15/2025,WSU Old Town,Lecture,TCI,3
['MCLL 670 - Interpreting: Trans/Consec'],"['Focuses on translating and interpreting skills in small group interactions using source materials with legal implications in educational, medical, governmental and commercial settings. Students analyze co-constructed meaning in light of interactive discourse strategies and practice translation and consecutive interpreting as precursors to simultaneous interpretation. Students incorporate activities of planning and preparation for interpreting assignments and follow ethical practices in their work. For undergraduate credit only. Course includes diversity content. Capstone course. Prerequisite(s): MCLL 570 or departmental consent.']",Modern and Classical Lang/Lit,Undergraduate and Graduate,10,0,Kimberly Ann Hofmann (P),26571,05:50 PM - 07:00 PM,TR,1/21/2025-5/15/2025,WSU Old Town,Lecture,TCI,3
['ME 250 - Materials Engineering'],"['Introduces the basic principles behind materials science and engineering. Structure and properties of materials relevant to practicing engineers are looked at along with crystal structure and imperfections in metals. Studies diffusion mechanical properties, failure mechanisms, phase equilibrium diagrams and heat treatment principles for steels, cast irons, and other metal alloys. Provides the scientific foundation for an understanding of the relationships among material properties, structure and performance for the classes of engineering solids (metals and alloys, polymers, ceramics, semiconductors, etc.). Includes study of corrosion, atomic structure, mechanical properties, failure theories, fatigue, creep, cold working, heat treating, alloying, and nondestructive and other material testing. Students are expected to gain an understanding of these materials, processing techniques, their properties, and how they are applied in the industry. Prerequisite(s): CHEM 211, MATH 242.']",Mechanical Engineering,Undergraduate,27,3,TBA,20278,12:30 PM - 01:45 PM,TR,1/21/2025-5/15/2025,Main Campus Neff Hall 211,Lecture,TCI,3
['ME 251 - Materials Engineering Lab'],"['Experimental study and macroscopic mechanical response of ceramics, metals, polymers and composite materials, with an introduction to the underlying microstructural processes during deformation and fracture. The laboratory is designed to introduce students to some of the most common materials testing and characterization methods. Topics include optical metallography, tensile and compression testing, hardness testing, impact testing, fatigue testing, heat treating, scanning electron microscopy, plastic injection molding, melting and casting. Pre- or corequisite(s): ME 250.']",Mechanical Engineering,Undergraduate,15,3,TBA,20279,08:00 AM - 10:30 AM,M,1/21/2025-5/15/2025,Main Campus John Bardo Center 141,Lab,TCI,1
['ME 335 - Dynamics for Mechanical Engrs'],"[""Kinematics and kinetics of particles in space and rigid bodies in plane motion. Applications of the principles of Newton's laws, work-energy, impulse-momentum, and conservation laws to solve mechanical systems with prismatic joints, revolute joints, cylindrical joints, and rolling joints. Lectures and projects on modeling and simulation of mechanical systems using multibody dynamic software. Prerequisite(s): AE 223 and MATH 344.""]",Mechanical Engineering,Undergraduate,47,3,Ramazan  Asmatulu (P),22666,09:30 AM - 10:45 AM,TR,1/21/2025-5/15/2025,Main Campus Engineering Building 202,Lecture,TCI,3
['ME 398 - Thermodynamics I'],"['An introduction to the terminology and analysis techniques specific to thermodynamics centered around a study of the first and second laws of thermodynamics. Prerequisite(s): MATH 243, PHYS 313.']",Mechanical Engineering,Undergraduate,47,3,Yang-Seon  Kim (P),20961,09:30 AM - 10:45 AM,MW,1/21/2025-5/15/2025,Main Campus Engineering Building 202,Lecture,HYB1,3
['ME 439 - Mechanical Engr Design I'],"['Provides students with an understanding of various design concepts related to failure and stress analysis of the most widely used machine elements and components. Covers the basics of machine design including the design process, engineering mechanics and materials, failure prevention under static and variable loading conditions, design of mechanical components, and selection of materials and mechanical components from standard tables, charts, catalogs and handbooks. Offers a practical approach to the design subject through a wide range of real-world applications and examples. Prerequisite(s): ME 250, ME 251, AE 333 and MATH 555.']",Mechanical Engineering,Undergraduate,47,3,TBA,24476,12:30 PM - 01:45 PM,MW,1/21/2025-5/15/2025,Main Campus Engineering Building 202,Lecture,TCI,3
['ME 481I - Noncredit Internship'],"[""Complements and enhances the student's academic program by providing an opportunity to apply and acquire knowledge in a workplace environment as an intern. Prerequisite(s): departmental consent.""]",Mechanical Engineering,Undergraduate,47,3,Tiruvadi S Ravigururajan (P),22337,TBA,TBA,1/21/2025-5/15/2025,Main Campus,Experiential,CPI,0
['ME 481N - Internship'],"[""Complements and enhances the student's academic program by providing an opportunity to apply and acquire knowledge in a workplace environment as an intern. Prerequisite(s): departmental consent.""]",Mechanical Engineering,Undergraduate,47,3,Tiruvadi S Ravigururajan (P),20289,TBA,TBA,1/21/2025-5/15/2025,Main Campus,Experiential,CPI,1
['ME 481P - Cooperative Education'],"[""Academic program that expands a student's learning experiences through paid employment in a supervised educational work setting related to the student's major field of study or career focus. Intended for students who are working part time on their co-op assignments and are currently enrolled in courses leading to a mechanical engineering degree. Repeatable for credit. Prerequisite(s): junior standing and approval by the appropriate faculty sponsor.""]",Mechanical Engineering,Undergraduate,47,3,Tiruvadi S Ravigururajan (P),20290,TBA,TBA,1/21/2025-5/15/2025,Main Campus,Experiential,CPI,1
['ME 502 - Thermodynamics II'],"['Continuation of ME 398, emphasizing cycle analysis, thermodynamic property relationships and psychrometrics, with an introduction to combustion processes and chemical thermodynamics. For undergraduate students only. Prerequisite(s): ME 398.']",Mechanical Engineering,Undergraduate and Graduate,47,3,Gisuk  Hwang (P),23212,11:00 AM - 12:15 PM,MW,1/21/2025-5/15/2025,Main Campus Jabara Hall 104,Lecture,TCI,3
['ME 521 - Fluid Mechanics'],"['The definition of a fluid and the concept of a continuum. Stress and strain in a Newtonian fluid. Description and classification of fluid motions. Hydrostatic pressure and forces on submerged surfaces. Reynolds Transport Theorem and integral analysis of conservation laws. Introduction to differential analysis of fluid motion. Dimensional analysis and similitude. Study of flow in closed conduits: pressure drop in fully developed viscous flow. The boundary layer concept and lift and drag forces on immersed bodies. For undergraduate students only. Prerequisite(s): ME 335, ME 398, MATH 555; all with a minimum grade of C (2.000). Corequisite(s): ME 521L.']",Mechanical Engineering,Undergraduate and Graduate,47,3,Gisuk  Hwang (P),20292,09:30 AM - 10:45 AM,MW,1/21/2025-5/15/2025,Main Campus Jabara Hall 226,Lecture,TCI,3
['ME 521L - Fluid Mechanics Lab'],[''],Mechanical Engineering,Undergraduate and Graduate,47,3,Gisuk  Hwang (P),22665,12:30 PM - 01:45 PM,F,1/21/2025-5/15/2025,Main Campus Jabara Hall 127,Lab,TCI,0
['ME 522 - Heat Transfer'],"['Introduction to the three modes of heat transfer in the context of the laws of thermodynamics; the heat equation and its application to steady conduction in one- and two-dimensions as well as to unsteady one-dimensional conduction; the thermal boundary layer, Reynolds Analogy, and the problem of convection; free and forced convection in internal and external flows; boiling and condensation; thermal radiation. Emphasizes problem solving using analytical methods approximate solutions, analogies, empirical correlations, and numerical methods. For undergraduate students only. Prerequisite(s): ME 325, ME 521 and PHYS 314; each with a minimum grade of C (2.000).']",Mechanical Engineering,Undergraduate and Graduate,47,3,Ikramuddin  Ahmed (P),20293,11:00 AM - 12:15 PM,TR,1/21/2025-5/15/2025,Main Campus Lindquist Hall 324,Lecture,TCI,3
['ME 533 - Mechanical Engineering Lab'],"['Introduces the basics of engineering measurements. Discusses related theory, followed by applications in such areas as strain, sound, temperature and pressure measurements. Format includes lectures, recitation (presenting the concept of the experiment to be performed and the required data analysis), and laboratories. Analyzes the data obtained from measuring systems set up and operated in the laboratory to demonstrate and reinforce fundamental concepts of engineering mechanics. For undergraduate credit only. Prerequisite(s): ECE 282, AE 333, ME 325, ENGL 102, COMM 111, PHYS 315. Pre- or corequisite(s): ME 522. Corequisite(s): ME 533L.']",Mechanical Engineering,Undergraduate and Graduate,47,3,TBA,20296,09:30 AM - 10:45 AM,TR,1/21/2025-5/15/2025,Main Campus R.D. Hubbard Hall 209,Lecture,TCI,3
['ME 533L - Mech Engr Lab'],[''],Mechanical Engineering,Undergraduate and Graduate,15,2,TBA,21106,04:45 PM - 07:15 PM,T,1/21/2025-5/15/2025,Main Campus John Bardo Center 210,Lab,TCI,0
['ME 541 - Mechanical Engr Design II'],"['Continues on the basis of applications of engineering design principles, engineering analytical skills and failure theories, to the creative design of mechanical assemblies and equipment. Using the basics of machine design (e.g., design process, engineering mechanics and materials, failure prevention under static and variable loading), students learn to examine the safety of the structure, leading to decision making and selection of mechanical components and standard parts (e.g., shafts, bearings, fasteners, gears, springs, sprockets, breaks and clutches), according to the available standards, codes, handbooks and catalogs. Problem definition, conceptual design, feasibility studies, design calculations to obtain creative solutions for current real engineering problems, introduction to human factors, economics and reliability theory are part of the experience through group and/or individual design projects. For undergraduate students only. Prerequisite(s): ME 339 and ME 439; both with a GPA of 2.000 or above. Pre- or corequisite(s): ME 475.']",Mechanical Engineering,Undergraduate and Graduate,47,3,TBA,23503,09:30 AM - 10:45 AM,MW,1/21/2025-5/15/2025,Main Campus Wallace Hall 310,Lecture,TCI,3
['ME 633 - M E Systems Lab'],"['Selected experiments illustrate the methodology of experimentation as applied to mechanical and thermal systems. Experiments include the measurement of performance of typical systems and evaluation of physical properties and parameters of systems. Group design and construction of an experiment is an important part of the course. Team and individual efforts are stressed as are written and oral communication skills. For undergraduate students only. Prerequisite(s): ME 522, ME 533. Corequisite(s): ME 633L.']",Mechanical Engineering,Undergraduate and Graduate,47,3,TBA,21638,03:30 PM - 04:45 PM,TR,1/21/2025-5/15/2025,Main Campus Jabara Hall 226,Lecture,TCI,3
['ME 633L - M E Systems Lab'],[''],Mechanical Engineering,Undergraduate and Graduate,15,2,TBA,21067,10:45 AM - 01:15 PM,R,1/21/2025-5/15/2025,Main Campus John Bardo Center 110,Lab,TCI,0
['ME 651 - Biomaterials'],"[""Introduction to biomaterials and biotechnology for both undergraduate and graduate students focusing on biomaterials (e.g., metals and alloys, composites, polymers and ceramics), biodevices, basic fabrication and characterization techniques, and their general properties and applications. Prerequisite(s): ME 250, ME 251; or instructor's consent.""]",Mechanical Engineering,Undergraduate and Graduate,47,3,TBA,25534,09:30 AM - 10:45 AM,MW,1/21/2025-5/15/2025,Main Campus Engineering Building 211,Lecture,TCI,3
['ME 659 - Mechanical Control Systems'],"['Modeling and simulation of dynamic systems. Theory and analysis of the dynamic behavior of control systems, based on the laws of physics and linear mathematics. Concerns classical methods of feedback control systems and design. Prerequisite(s): (1) ECE 282 and MATH 555, or (2) ECE 383.']",Mechanical Engineering,Undergraduate and Graduate,47,3,TBA,25031,09:30 AM - 10:45 AM,TR,1/21/2025-5/15/2025,Main Campus Lindquist Hall 324,Lecture,TCI,3
['ME 662 - Senior Capstone Design'],"['Culminating course allows students nearing graduation to combine the knowledge and skills acquired in their program and apply them to a major project or assignment. Exercise in the practice of mechanical engineering for undergraduate students in their graduating semester; students engage in a comprehensive design project requiring the integration of knowledge gained in prerequisite engineering, science and design courses along with economic comparisons of engineering alternatives considering the time value of money, taxes and depreciation. Team effort and both oral and written presentations are a part of the experience. This course has a lab component. For undergraduate students only. Prerequisite(s): PHIL 385, ME 475, ME 522 and ME 541 with a GPA of 2.000 or better. Pre- or corequisite(s): ME 633 and ME 659.']",Mechanical Engineering,Undergraduate and Graduate,47,3,Rajeev Madhavan Nair (P),23493,05:30 PM - 06:45 PM,TR,1/21/2025-5/15/2025,Main Campus R.D. Hubbard Hall 223,Experiential,TCI,3
['ME 680 - Laser Material Proc & Design'],"[""Studies laser science such as the methods, processes or products that make use of the spectrum of laser light. Covers laser processing to produce features and modify properties in metals, organic polymers, inorganic insulators, superconductors, semiconductors and biological materials on the meso/micro/nano scales. Research into laser nano/micro materials processing in electronic, opto-electronic, MEMS, medical-therapeutic and other applications.  Finite volume-based software Flow 3D is part of the lab experience. Prerequisite(s): ME 398 or instructor's consent. Corequisite(s): ME 680L.""]",Mechanical Engineering,Undergraduate and Graduate,27,3,Rajeev Madhavan Nair (P),26588,03:00 PM - 05:30 PM,T,1/21/2025-5/15/2025,Main Campus R.D. Hubbard Hall 223,Lecture,TCI,3
['ME 680L - Laser Mat Proc & Dsgn Lab'],"['Studies laser science such as the methods, processes or products that make use of the spectrum of laser light.  Covers laser processing to produce features and modify properties in metals, organic polymers, inorganic insulators, superconductors, semiconductors and biological materials on the meso/micro/nano scales. Research into laser nano/micro materials processing in electronic, opto-electronic, MEMS, medical-therapeutic and other applications. Finite volume-based software Flow 3D is part of the lab experience. Corequisite: ME 680.']",Mechanical Engineering,Undergraduate and Graduate,22,3,Rajeev Madhavan Nair (P),26589,09:00 AM - 11:30 AM,M,1/21/2025-5/15/2025,Main Campus McKinley Hall 106,Lab,TCI,0
['ME 702 - Energy and Sustainability'],"[""Cross-listed as PHYS 702. Introduces sustainability in a world of increasing population with more energy intensive lifestyles and diminishing resources; anthropogenic global climate change and the engineer's responsibilities; estimating our carbon footprint; surveys alternative energy sources with special emphasis on wind and solar energy; life cycle analysis (LCA) of engineered products; the electric grid; emissions from various transportation modes, and alternatives. Consists of traditional lectures, seminars by invited experts, and case studies. Meets the ME undergraduate curricular requirement for thermal/fluids elective and/or a general ME elective. Course includes diversity content. Pre- or corequisite(s): ME 522 or PHYS 551; or instructor's consent.""]",Mechanical Engineering,Undergraduate and Graduate,47,3,Ikramuddin  Ahmed (P),22667,11:00 AM - 12:15 PM,MW,1/21/2025-5/15/2025,Main Campus Engineering Building 211,Lecture,TCI,3
['ME 709 - Injury Biomechanics'],"[""Offers insight into the trauma problem and methods used to quantify and reduce it. Research methods used in injury biomechanics and their limitations are discussed including tests with human volunteers, cadavers, animals, mechanical crash test dummies and computer models. Provides a basic understanding of injury mechanisms and tolerances for the different body parts, including head, spine, thorax and extremities. Presents both automotive and aircraft impact safety regulations on occupant protection and related biomechanical limits. Students are exposed to and gain experience in using mathematical/numerical/computer models for injury biomechanics. Prerequisite(s): instructor's consent.""]",Mechanical Engineering,Undergraduate and Graduate,47,3,Hamid M Lankarani (P),22593,12:30 PM - 03:00 PM,M,1/21/2025-5/15/2025,Main Campus Ahlberg Hall 214,Lecture,TCI,3
